PBIUSI,Genus,species,Country,State_Prov,Sec_Subdiv,Locality,Lat,Lon,Start_Date,End_Date,Collector,Sex,Inst_Code,Project,Type,Det_By,Det_Date,Det_History,Spec_Notes,Loc_Notes,Accuracy,Coll_Method,Pres_Method,Spec_Count,Lat_Lon_Method,Lat_Lon_Accuracy,Elev_m,Elev_f,Elev_Det,Trip_Code,Dissections,Illustrations,Measurements,Photos,SEM,DNA,OrigUSI,Family,Subfamily,Tribe,Macro_Habitat,Micro_Habitat,Host_Family,Host_Genus,Host_species,Host_subspecies,Host_Author,Host_Common_Name,Host_Relation,Host_Location,Host_Emergence_Date,Host_with_Specimen
AMNH_BEE 00016876,Macropis,patellata,USA,New York,Dutchess,Annandale-on-Hudson (Cruger Island),42.0128,-73.9086,7/1/1991,,"J. G. Rozen, N. Pember",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2006,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,ciliata,,,,associated with,,,NO
AMNH_BEE 00016877,Macropis,patellata,USA,New York,Dutchess,Annandale-on-Hudson (Cruger Island),42.0128,-73.9086,7/1/1991,,"J. G. Rozen, N. Pember",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2006,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,ciliata,,,,associated with,,,NO
AMNH_BEE 00016878,Macropis,patellata,USA,New York,Dutchess,Annandale-on-Hudson (Cruger Island),42.0128,-73.9086,7/1/1991,,"J. G. Rozen, N. Pember",Adult Female,JML,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2006,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,ciliata,,,,associated with,,,NO
AMNH_BEE 00163388,Macropis,patellata,USA,New York,Dutchess,Annandale-on-Hudson (Cruger Island),42.0128,-73.9086,7/1/1991,,"J. G. Rozen, N. Pember",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,ciliata,,,,associated with,,,NO
AMNH_BEE 00168022,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/1/1991,,"J. G. Rozen, N. Pember",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168023,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/1/1991,,"J. G. Rozen, N. Pember",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168024,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/1/1991,,"J. G. Rozen, N. Pember",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168025,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/1/1991,,"J. G. Rozen, N. Pember",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169261,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/1/1991,,"J. G. Rozen, N. Pember",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169285,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/1/1991,,"J. G. Rozen, N. Pember",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169286,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/1/1991,,"J. G. Rozen, N. Pember",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169287,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/1/1991,,"J. G. Rozen, N. Pember",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169288,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/1/1991,,"J. G. Rozen, N. Pember",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169289,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/1/1991,,"J. G. Rozen, N. Pember",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015174,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015175,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015176,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015177,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015178,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015179,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015180,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015181,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015182,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169274,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169275,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169276,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169277,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169278,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169279,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169280,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169281,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169282,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169283,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169284,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,6/15/1991,,J. G. Rozen,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015164,Macropis,nuda,USA,New York,Lewis,Natural Bridge,44.0689,-75.4942,7/14/1990,16-Jul-90,E. Quinter,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015165,Macropis,nuda,USA,New York,Lewis,Natural Bridge,44.0689,-75.4942,7/14/1990,16-Jul-90,E. Quinter,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015166,Macropis,nuda,USA,New York,Lewis,Natural Bridge,44.0689,-75.4942,7/14/1990,16-Jul-90,E. Quinter,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015167,Macropis,nuda,USA,New York,Lewis,Natural Bridge,44.0689,-75.4942,7/14/1990,16-Jul-90,E. Quinter,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015168,Macropis,nuda,USA,New York,Lewis,Natural Bridge,44.0689,-75.4942,7/14/1990,16-Jul-90,E. Quinter,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015169,Macropis,nuda,USA,New York,Lewis,Natural Bridge,44.0689,-75.4942,7/14/1990,16-Jul-90,E. Quinter,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00015170,Macropis,nuda,USA,New York,Lewis,Natural Bridge,44.0689,-75.4942,7/14/1990,16-Jul-90,E. Quinter,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2005,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060225,Macropis,nuda,USA,New York,Lewis,Natural Bridge,44.0689,-75.4942,7/14/1990,16-Jul-90,E. Quinter,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,Coll. along Indian River at edge of marsh on Lysimachia terrestris and Steironema ciliatum,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060226,Macropis,nuda,USA,New York,Lewis,Natural Bridge,44.0689,-75.4942,7/14/1990,16-Jul-90,E. Quinter,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,Coll. along Indian River at edge of marsh on Lysimachia terrestris and Steironema ciliatum,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
